Tweet,Suicide,preprocess
@tweetie well that's impressive. Both spot 25 AND spot 26 http://twitpic.com/2yabd,Not Suicide post,impressive spot spot
iâm so tired of living,Potential Suicide post ,tired living
Now I gotta go into the bank tomorrow and see what the fuck is going on. I had problems about 3 weeks ago with a biâ¦ https://t.co/I0WIPHXt5u,Potential Suicide post ,bank tomorrow fuck problem week ago bi
"@therealnph yeah, cool bookshelves I've got the one with the various books that are pinned to the wall",Not Suicide post,yeah cool bookshelf book pinned wall
#cflsc1 enough of the shameless book plug,Not Suicide post,shameless book plug
,Potential Suicide post ,nan
why do i get attached so easily this is the one thing i hate about myself the most i end up being my own worst enemy all the damn time,Potential Suicide post ,attached easily thing hate end worst enemy damn time
"@betchbelleza,,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post ,retweet not here anymore
"thanks to @Posh_Totty cant wait to get home from work tonight, for some reason",Not Suicide post,wait home work tonight reason
Bad habits are more difficult to identify in your work life. #careerinspiration #careergrowth #habits,Not Suicide post,bad habit difficult identify work life
nearly holidays on the other hand.... camping D: D: D:,Not Suicide post,holiday hand camping
In tired of everything. Cant wait to die.,Potential Suicide post ,tired wait die
health anxiety prompting some bad thoughts in my head i have been struggling for 2 months now with some health issues as a 26 year old male my pessimistic nature just makes me think about the worst my hands and feet are currently tingling and burning i just keep picturing myself on a wheelchair being a burden to my family girlfriend and so on suicide thoughts come to my mind as i prefer to put a sudden end to everything instead of deteriorating myself day after day losing motor and cognitive functions life is already hard as it is and now my health is failing for the first time ,Potential Suicide post ,health anxiety prompting bad thought head struggling month health issue year male pessimistic nature make worst hand foot tingling burning picturing wheelchair burden family girlfriend suicide thought mind prefer put sudden end deteriorating day day losing motor cognitive function life hard health failing time
DANIEL WON!,Potential Suicide post ,daniel won
@brightlydusted a friend i knew online from last night finally added me up on his messenger.,Not Suicide post,friend knew online night finally added messenger
"@btchtits,Leven, Scotland,dont want to be here anymore",Potential Suicide post ,leven scotland not here anymore
@agpublic have you seen this link? Me thinks you might like it http://bit.ly/Mr2jY,Not Suicide post,link think
There was a young man who got tired of staying in this world. They called this the living world but he does not feeâ¦ https://t.co/oGrCQipO0Z,Potential Suicide post ,young man tired staying world called living world not fee
patient: i hate myself and i want to die,Potential Suicide post ,patient hate die
@davethackeray LOL! You saw that? Hahaha...was a fun day of exploration and experimentation!,Not Suicide post,lol hahaha fun day exploration experimentation
@michaelgrainger @Scyranth *gigglessssssss* Ya'll are awesomesauce,Not Suicide post,giggle ya ll awesomesauce
CUT MY WRIST AND BLACK MY EYES,Potential Suicide post ,cut wrist black eye
"RT @rikis_e: since we're talking abt him, hey uhh remember when YandereDev said intellectually disabled people deserve to die, played RapeLâ¦",Potential Suicide post ,retweet talking hey uhh remember yanderedev intellectually disabled people deserve die played rapel
"I never knew that my grandfather ð´ð¾ death was so hard on my mother like it is on me, I guess maybe I thought she waâ¦ https://t.co/WYgCqINw4O",Potential Suicide post ,knew grandfather death hard mother guess thought wa
"RT @mjs03093641: TWEETS  are the real life,  awkward conversation starters between strangers.",Potential Suicide post ,retweet tweet real life awkward conversation starter stranger
"Eating an Ed's waffle, with icecream cream n chocolate sauce. OMGOSH amazing!!!!",Not Suicide post,eating ed waffle icecream cream chocolate sauce omgosh amazing
"wow, im sooo sad i had everything planned out on when i was going to leave home &amp; go to college in denver... and yoâ¦ https://t.co/rXS5MlxBqf",Potential Suicide post ,wow sad planned leave home college denver yo
@snigdha are you expecting?,Not Suicide post,expecting
how many times do i have to be in this position for my fucking mother to realise that if i stay here iâll either kiâ¦ https://t.co/lBQ8hoeHC2,Potential Suicide post ,time position fucking mother realise stay here ill ki
wanted to kill him.,Not Suicide post,wanted kill
"@zephrode @julouille3 Comme je le dis si bien ""let me hate myself god fucking damn it""",Potential Suicide post ,comme je le dis si bien hate god fucking damn
"Hello, people on Facebook. Do you like the way I'm spamming all of your newsfeeds with Twitter?",Not Suicide post,people facebook spamming newsfeeds twitter
"@bcuban @Popehat Not a lawyer, but I was diagnosed with depression when I was 12-13. My brother swore up and down tâ¦ https://t.co/eMWrR6PBWh",Potential Suicide post ,not lawyer diagnosed depression brother swore
Getting blown out by the worst team in the league while they wearing these is whatâs gonna be in my suicide note https://t.co/pFrF1Iol4a,Potential Suicide post ,blown worst team league wearing suicide note
maybe i think i deserve to die,Potential Suicide post ,deserve die
i m not good at pretending that i am ok so i look like shit i dont smile i still have acne i am 19 i have black circles under my eyes and i have a very pale skin cuz i never leave my house only when i go to school so people stare at me every day some of them point at me and they just laugh some of them give me that disgusted look and some of them just tell me that i m ugly or that i look like a fucking methhead i m so fucking depressed for many other reasons but i think this is the worst one i also have social anxiety so i dont have any friends and i never had a gf when i try to talk to someone i just turn red and its so embarrassing i have already attempted suicide last month and i still feel like shit,Potential Suicide post ,not good pretending shit not smile acne black circle eye pale skin cuz leave house school people stare day point laugh give disgusted ugly fucking methhead fucking depressed reason worst social anxiety not friend gf talk turn red embarrassing attempted suicide month feel shit
If you're tired of living for the 1st and 15th and you NEED to do some IMMEDIATELY...like when your regular deodoraâ¦ https://t.co/6xpv0nBVua,Potential Suicide post ,tired living st immediately regular deodora
I want you to come home right after school.,Not Suicide post,home school
"@hellomonette,buk - cdo,i dont want to be here anymore",Potential Suicide post ,buk cdo not here anymore
RT @EekrawK: This is my sister-in-law Sana on the left and her on the right. It's nice to hire your family members and create a conflict oâ¦,Not Suicide post,retweet sister law sana left nice hire family member create conflict
in debt i will kill myself on thursday i am going to stab myself in the stomach or take a lot of pills i m not sure which to do yet sorry for spelling and grammar i am sure nobody here cares anyways ,Potential Suicide post ,debt kill thursday stab stomach lot pill not spelling grammar here care
@whiskymac1746 Afternoon to you too,Not Suicide post,afternoon
Today i almost kill myself because I almost hit by a car.,Not Suicide post,today kill hit car
It's always great to hear from actors whom I've directed! Trying to encourage them to join Twitter!,Not Suicide post,great hear actor directed encourage join twitter
